froi,size,subject,effect
LIFG_orb,1.2348976203012374,040,S
LIFG,0.30263709304820735,040,S
LMFG,-0.031002780169122463,040,S
LAntTemp,1.6194009030833503,040,S
LPostTemp,0.3893969632091297,040,S
LAngG,1.2657309501801055,040,S
LIFG_orb,0.8378466394530079,040,W
LIFG,0.2716678642081442,040,W
LMFG,-0.35896977212208486,040,W
LAntTemp,1.4980909972795626,040,W
LPostTemp,0.7353610308078267,040,W
LAngG,1.1093154761873119,040,W
LIFG_orb,0.4876777261680112,040,N
LIFG,0.237352637487364,040,N
LMFG,-0.5138488317837849,040,N
LAntTemp,1.0150000453498718,040,N
LPostTemp,0.7554180076264817,040,N
LAngG,1.263314107449742,040,N
LIFG_orb,2.447833142410161,057,S
LIFG,1.6333153287807303,057,S
LMFG,1.8170425328620088,057,S
LAntTemp,2.1083561868683716,057,S
LPostTemp,1.9043895935287962,057,S
LAngG,3.195365164244363,057,S
LIFG_orb,3.230262689731694,057,W
LIFG,1.2758293227754187,057,W
LMFG,2.5186213292205744,057,W
LAntTemp,3.506752306914276,057,W
LPostTemp,3.9122623066971265,057,W
LAngG,2.568841302230417,057,W
LIFG_orb,0.5947990424312279,057,N
LIFG,0.1288087884167309,057,N
LMFG,-0.39625032003338373,057,N
LAntTemp,1.7119358348857343,057,N
LPostTemp,1.279533105957207,057,N
LAngG,0.40804864144003067,057,N
LIFG_orb,1.5950720729908214,059,S
LIFG,0.7692488535947093,059,S
LMFG,1.2045450705263647,059,S
LAntTemp,1.713152199903889,059,S
LPostTemp,1.833289750676224,059,S
LAngG,0.9636369281121203,059,S
LIFG_orb,1.2174861906694914,059,W
LIFG,0.5681062139079182,059,W
LMFG,0.9027672974552843,059,W
LAntTemp,1.3214319540724695,059,W
LPostTemp,1.623263125213376,059,W
LAngG,0.6718988004140556,059,W
LIFG_orb,0.8022380543935178,059,N
LIFG,0.27475786312101663,059,N
LMFG,0.45921058719492674,059,N
LAntTemp,1.0673657567203592,059,N
LPostTemp,0.8016206013828353,059,N
LAngG,0.4736623002954566,059,N
LIFG_orb,0.8534185442822202,056,S
LIFG,0.23671507907297404,056,S
LMFG,0.5132753522484563,056,S
LAntTemp,0.38427888075946964,056,S
LPostTemp,0.5161552317018715,056,S
LAngG,0.01922793300436428,056,S
LIFG_orb,0.6059529496592578,056,W
LIFG,0.0022303288061854185,056,W
LMFG,0.17946750903502107,056,W
LAntTemp,0.30529607159949773,056,W
LPostTemp,0.33161301206142735,056,W
LAngG,-0.3526451257602858,056,W
LIFG_orb,-0.23470894608286563,056,N
LIFG,-0.36319704410076764,056,N
LMFG,-0.5370640402737384,056,N
LAntTemp,-0.26804421170979637,056,N
LPostTemp,0.09501736681820634,056,N
LAngG,-0.19821387296542525,056,N
LIFG_orb,0.8877060126115688,067,S
LIFG,0.10804167347279887,067,S
LMFG,-0.2694400489290274,067,S
LAntTemp,0.9552460775060984,067,S
LPostTemp,1.6814453854509022,067,S
LAngG,-0.1480444681816021,067,S
LIFG_orb,0.6070752219531143,067,W
LIFG,-0.12241813905370409,067,W
LMFG,-0.5206659798908125,067,W
LAntTemp,0.18142812605894817,067,W
LPostTemp,0.5255548814311624,067,W
LAngG,-0.7409001082676957,067,W
