task1,task2,localizer1,localizer2,froi1,froi2,overlap,subject
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_photominusPerc_photo,11,8,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_photominusPerc_photo,11,9,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_photominusPerc_photo,11,10,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_photominusPerc_photo,11,11,0.12727272727272726,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,1,1,0.4550561797752809,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,1,2,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,1,3,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,1,4,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,1,5,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,1,6,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,1,7,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,1,8,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,1,9,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,1,10,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,1,11,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,2,1,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,2,2,0.29310344827586204,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,2,3,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,2,4,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,2,5,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,2,6,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,2,7,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,2,8,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,2,9,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,2,10,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,2,11,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,3,1,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,3,2,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,3,3,0.3701657458563536,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,3,4,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,3,5,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,3,6,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,3,7,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,3,8,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,3,9,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,3,10,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,3,11,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,4,1,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,4,2,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,4,3,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,4,4,0.508,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,4,5,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,4,6,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,4,7,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,4,8,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,4,9,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,4,10,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,4,11,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,5,1,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,5,2,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,5,3,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,5,4,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,5,5,0.597457627118644,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,5,6,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,5,7,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,5,8,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,5,9,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,5,10,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,5,11,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,6,1,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,6,2,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,6,3,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,6,4,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,6,5,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,6,6,0.3163265306122449,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,6,7,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,6,8,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,6,9,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,6,10,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,6,11,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,7,1,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,7,2,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,7,3,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,7,4,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,7,5,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,7,6,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,7,7,0.358695652173913,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,7,8,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,7,9,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,7,10,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,7,11,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,8,1,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,8,2,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,8,3,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,8,4,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,8,5,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,8,6,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,8,7,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,8,8,0.24766355140186916,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,8,9,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,8,10,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,8,11,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,9,1,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,9,2,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,9,3,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,9,4,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,9,5,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,9,6,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,9,7,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,9,8,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,9,9,0.3076923076923077,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,9,10,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,9,11,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,10,1,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,10,2,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,10,3,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,10,4,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,10,5,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,10,6,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,10,7,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,10,8,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,10,9,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,10,10,0.49137931034482757,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,10,11,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,11,1,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,11,2,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,11,3,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,11,4,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,11,5,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,11,6,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,11,7,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,11,8,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,11,9,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,11,10,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,Sem_sentminusPerc_sent,11,11,0.06363636363636363,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,1,1,0.46629213483146065,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,1,2,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,1,3,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,1,4,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,1,5,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,1,6,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,1,7,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,1,8,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,1,9,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,1,10,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,1,11,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,2,1,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,2,2,0.20689655172413793,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,2,3,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,2,4,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,2,5,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,2,6,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,2,7,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,2,8,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,2,9,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,2,10,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,2,11,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,3,1,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,3,2,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,3,3,0.4530386740331492,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,3,4,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,3,5,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,3,6,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,3,7,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,3,8,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,3,9,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,3,10,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,3,11,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,4,1,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,4,2,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,4,3,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,4,4,0.496,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,4,5,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,4,6,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,4,7,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,4,8,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,4,9,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,4,10,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,4,11,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,5,1,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,5,2,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,5,3,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,5,4,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,5,5,0.652542372881356,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,5,6,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,5,7,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,5,8,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,5,9,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,5,10,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,5,11,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,6,1,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,6,2,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,6,3,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,6,4,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,6,5,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,6,6,0.3163265306122449,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,6,7,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,6,8,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,6,9,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,6,10,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,6,11,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,7,1,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,7,2,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,7,3,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,7,4,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,7,5,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,7,6,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,7,7,0.45652173913043476,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,7,8,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,7,9,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,7,10,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,7,11,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,8,1,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,8,2,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,8,3,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,8,4,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,8,5,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,8,6,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,8,7,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,8,8,0.2803738317757009,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,8,9,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,8,10,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,8,11,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,9,1,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,9,2,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,9,3,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,9,4,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,9,5,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,9,6,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,9,7,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,9,8,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,9,9,0.27692307692307694,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,9,10,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,9,11,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,10,1,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,10,2,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,10,3,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,10,4,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,10,5,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,10,6,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,10,7,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,10,8,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,10,9,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,10,10,0.6206896551724138,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,10,11,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,11,1,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,11,2,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,11,3,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,11,4,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,11,5,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,11,6,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,11,7,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,11,8,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,11,9,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,11,10,0.0,056
EventsOrig,EventsOrig,SemMinusPercBothMax,SemMinusPercBothMax,11,11,0.05454545454545454,056
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,1,1,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,1,2,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,1,3,0.13812154696132597,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,1,4,0.16,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,1,5,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,1,6,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,1,7,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,1,8,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,1,9,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,1,10,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,1,11,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,2,1,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,2,2,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,2,3,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,2,4,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,2,5,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,2,6,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,2,7,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,2,8,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,2,9,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,2,10,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,2,11,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,3,1,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,3,2,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,3,3,0.296875,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,3,4,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,3,5,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,3,6,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,3,7,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,3,8,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,3,9,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,3,10,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,3,11,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,4,1,0.02702702702702703,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,4,2,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,4,3,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,4,4,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,4,5,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,4,6,0.0,067
SWNloc,EventsOrig,S-N,Sem_photominusPerc_photo,4,7,0.0,067
