froi1,froi2,overlap,subject
10,2,0.0,059
10,3,0.0,059
10,4,0.0,059
10,5,0.0,059
10,6,0.0,059
10,7,0.0,059
10,8,0.0,059
10,9,0.0,059
10,10,0.3017241379310345,059
10,11,0.0,059
11,1,0.0,059
11,2,0.0,059
11,3,0.0,059
11,4,0.0,059
11,5,0.0,059
11,6,0.0,059
11,7,0.0,059
11,8,0.0,059
11,9,0.0,059
11,10,0.0,059
11,11,0.6181818181818182,059
1,1,0.4297752808988764,056
1,2,0.0,056
1,3,0.0,056
1,4,0.0,056
1,5,0.0,056
1,6,0.0,056
1,7,0.0,056
1,8,0.0,056
1,9,0.0,056
1,10,0.0,056
1,11,0.0,056
2,1,0.0,056
2,2,0.23275862068965517,056
2,3,0.0,056
2,4,0.0,056
2,5,0.0,056
2,6,0.0,056
2,7,0.0,056
2,8,0.0,056
2,9,0.0,056
2,10,0.0,056
2,11,0.0,056
3,1,0.0,056
3,2,0.0,056
3,3,0.27348066298342544,056
3,4,0.0,056
3,5,0.0,056
3,6,0.0,056
3,7,0.0,056
3,8,0.0,056
3,9,0.0,056
3,10,0.0,056
3,11,0.0,056
4,1,0.0,056
4,2,0.0,056
4,3,0.0,056
4,4,0.44399999999999995,056
4,5,0.0,056
4,6,0.0,056
4,7,0.0,056
4,8,0.0,056
4,9,0.0,056
4,10,0.0,056
4,11,0.0,056
5,1,0.0,056
5,2,0.0,056
5,3,0.0,056
5,4,0.0,056
5,5,0.521186440677966,056
5,6,0.0,056
5,7,0.0,056
5,8,0.0,056
5,9,0.0,056
5,10,0.0,056
5,11,0.0,056
6,1,0.0,056
6,2,0.0,056
6,3,0.0,056
6,4,0.0,056
6,5,0.0,056
6,6,0.326530612244898,056
6,7,0.0,056
6,8,0.0,056
6,9,0.0,056
6,10,0.0,056
6,11,0.0,056
7,1,0.0,056
7,2,0.0,056
7,3,0.0,056
7,4,0.0,056
7,5,0.0,056
7,6,0.0,056
7,7,0.42391304347826086,056
7,8,0.0,056
7,9,0.0,056
7,10,0.0,056
7,11,0.0,056
8,1,0.0,056
8,2,0.0,056
8,3,0.0,056
8,4,0.0,056
8,5,0.0,056
8,6,0.0,056
8,7,0.0,056
8,8,0.1822429906542056,056
8,9,0.0,056
8,10,0.0,056
8,11,0.0,056
9,1,0.0,056
9,2,0.0,056
9,3,0.0,056
9,4,0.0,056
9,5,0.0,056
9,6,0.0,056
9,7,0.0,056
9,8,0.0,056
9,9,0.023076923076923078,056
9,10,0.0,056
9,11,0.0,056
10,1,0.0,056
10,2,0.0,056
10,3,0.0,056
10,4,0.0,056
10,5,0.0,056
10,6,0.0,056
10,7,0.0,056
10,8,0.0,056
10,9,0.0,056
10,10,0.39655172413793105,056
10,11,0.0,056
11,1,0.0,056
11,2,0.0,056
11,3,0.0,056
11,4,0.0,056
11,5,0.0,056
11,6,0.0,056
11,7,0.0,056
11,8,0.0,056
11,9,0.0,056
11,10,0.0,056
11,11,0.07272727272727272,056
1,1,0.27808988764044945,067
1,2,0.0,067
1,3,0.0,067
1,4,0.0,067
1,5,0.0,067
1,6,0.0,067
1,7,0.0,067
1,8,0.0,067
1,9,0.0,067
1,10,0.0,067
1,11,0.0,067
2,1,0.0,067
2,2,0.09913793103448276,067
2,3,0.0,067
2,4,0.0,067
2,5,0.0,067
2,6,0.0,067
2,7,0.0,067
2,8,0.0,067
2,9,0.0,067
2,10,0.0,067
2,11,0.0,067
3,1,0.0,067
3,2,0.0,067
3,3,0.356353591160221,067
3,4,0.0,067
3,5,0.0,067
3,6,0.0,067
3,7,0.0,067
3,8,0.0,067
3,9,0.0,067
3,10,0.0,067
3,11,0.0,067
4,1,0.0,067
4,2,0.0,067
4,3,0.0,067
4,4,0.33999999999999997,067
4,5,0.0,067
4,6,0.0,067
4,7,0.0,067
4,8,0.0,067
4,9,0.0,067
4,10,0.0,067
4,11,0.0,067
5,1,0.0,067
5,2,0.0,067
5,3,0.0,067
5,4,0.0,067
5,5,0.5169491525423728,067
5,6,0.0,067
5,7,0.0,067
5,8,0.0,067
5,9,0.0,067
5,10,0.0,067
5,11,0.0,067
6,1,0.0,067
6,2,0.0,067
6,3,0.0,067
6,4,0.0,067
6,5,0.0,067
6,6,0.29081632653061223,067
6,7,0.0,067
6,8,0.0,067
6,9,0.0,067
6,10,0.0,067
6,11,0.0,067
7,1,0.0,067
7,2,0.0,067
7,3,0.0,067
7,4,0.0,067
7,5,0.0,067
7,6,0.0,067
7,7,0.32608695652173914,067
7,8,0.0,067
7,9,0.0,067
7,10,0.0,067
7,11,0.0,067
8,1,0.0,067
8,2,0.0,067
8,3,0.0,067
8,4,0.0,067
8,5,0.0,067
8,6,0.0,067
8,7,0.0,067
8,8,0.14485981308411214,067
8,9,0.0,067
8,10,0.0,067
8,11,0.0,067
9,1,0.0,067
9,2,0.0,067
9,3,0.0,067
9,4,0.0,067
9,5,0.0,067
9,6,0.0,067
9,7,0.0,067
9,8,0.0,067
9,9,0.13846153846153847,067
9,10,0.0,067
9,11,0.0,067
10,1,0.0,067
10,2,0.0,067
10,3,0.0,067
10,4,0.0,067
10,5,0.0,067
10,6,0.0,067
10,7,0.0,067
10,8,0.0,067
10,9,0.0,067
10,10,0.15517241379310345,067
10,11,0.0,067
11,1,0.0,067
11,2,0.0,067
11,3,0.0,067
11,4,0.0,067
11,5,0.0,067
11,6,0.0,067
11,7,0.0,067
11,8,0.0,067
11,9,0.0,067
11,10,0.0,067
11,11,0.37272727272727274,067
1,1,0.2050561797752809,068
1,2,0.0,068
1,3,0.0,068
1,4,0.0,068
1,5,0.0,068
1,6,0.0,068
1,7,0.0,068
1,8,0.0,068
1,9,0.0,068
1,10,0.0,068
1,11,0.0,068
2,1,0.0,068
2,2,0.2025862068965517,068
2,3,0.0,068
2,4,0.0,068
2,5,0.0,068
2,6,0.0,068
2,7,0.0,068
2,8,0.0,068
2,9,0.0,068
2,10,0.0,068
2,11,0.0,068
3,1,0.0,068
3,2,0.0,068
3,3,0.17679558011049723,068
3,4,0.0,068
3,5,0.0,068
3,6,0.0,068
3,7,0.0,068
3,8,0.0,068
3,9,0.0,068
3,10,0.0,068
3,11,0.0,068
4,1,0.0,068
4,2,0.0,068
4,3,0.0,068
4,4,0.344,068
4,5,0.0,068
4,6,0.0,068
4,7,0.0,068
4,8,0.0,068
4,9,0.0,068
4,10,0.0,068
4,11,0.0,068
5,1,0.0,068
5,2,0.0,068
5,3,0.0,068
5,4,0.0,068
5,5,0.05932203389830508,068
5,6,0.0,068
5,7,0.0,068
5,8,0.0,068
5,9,0.0,068
5,10,0.0,068
5,11,0.0,068
6,1,0.0,068
6,2,0.0,068
6,3,0.0,068
6,4,0.0,068
6,5,0.0,068
6,6,0.3163265306122449,068
6,7,0.0,068
6,8,0.0,068
6,9,0.0,068
6,10,0.0,068
6,11,0.0,068
7,1,0.0,068
7,2,0.0,068
7,3,0.0,068
7,4,0.0,068
7,5,0.0,068
7,6,0.0,068
7,7,0.1956521739130435,068
7,8,0.0,068
7,9,0.0,068
7,10,0.0,068
7,11,0.0,068
8,1,0.0,068
8,2,0.0,068
8,3,0.0,068
8,4,0.0,068
8,5,0.0,068
8,6,0.0,068
8,7,0.0,068
8,8,0.35046728971962615,068
8,9,0.0,068
8,10,0.0,068
8,11,0.0,068
9,1,0.0,068
9,2,0.0,068
9,3,0.0,068
9,4,0.0,068
9,5,0.0,068
9,6,0.0,068
9,7,0.0,068
9,8,0.0,068
9,9,0.24615384615384617,068
9,10,0.0,068
9,11,0.0,068
10,1,0.0,068
10,2,0.0,068
10,3,0.0,068
10,4,0.0,068
10,5,0.0,068
10,6,0.0,068
10,7,0.0,068
10,8,0.0,068
10,9,0.0,068
10,10,0.04310344827586207,068
10,11,0.0,068
11,1,0.0,068
11,2,0.0,068
11,3,0.0,068
11,4,0.0,068
11,5,0.0,068
11,6,0.0,068
11,7,0.0,068
11,8,0.0,068
11,9,0.0,068
11,10,0.0,068
11,11,0.17272727272727273,068
1,1,0.0898876404494382,019
1,2,0.0,019
1,3,0.0,019
1,4,0.0,019
1,5,0.0,019
1,6,0.0,019
1,7,0.0,019
1,8,0.0,019
1,9,0.0,019
1,10,0.0,019
1,11,0.0,019
2,1,0.0,019
2,2,0.09051724137931035,019
2,3,0.0,019
2,4,0.0,019
2,5,0.0,019
2,6,0.0,019
2,7,0.0,019
2,8,0.0,019
2,9,0.0,019
2,10,0.0,019
2,11,0.0,019
3,1,0.0,019
3,2,0.0,019
3,3,0.15193370165745856,019
3,4,0.0,019
3,5,0.0,019
3,6,0.0,019
3,7,0.0,019
3,8,0.0,019
3,9,0.0,019
3,10,0.0,019
3,11,0.0,019
4,1,0.0,019
4,2,0.0,019
4,3,0.0,019
4,4,0.024,019
4,5,0.0,019
4,6,0.0,019
4,7,0.0,019
4,8,0.0,019
4,9,0.0,019
4,10,0.0,019
4,11,0.0,019
5,1,0.0,019
5,2,0.0,019
5,3,0.0,019
5,4,0.0,019
5,5,0.0635593220338983,019
5,6,0.0,019
5,7,0.0,019
5,8,0.0,019
5,9,0.0,019
5,10,0.0,019
5,11,0.0,019
6,1,0.0,019
6,2,0.0,019
6,3,0.0,019
6,4,0.0,019
6,5,0.0,019
6,6,0.16836734693877553,019
6,7,0.0,019
6,8,0.0,019
6,9,0.0,019
6,10,0.0,019
6,11,0.0,019
7,1,0.0,019
7,2,0.0,019
7,3,0.0,019
7,4,0.0,019
7,5,0.0,019
7,6,0.0,019
7,7,0.03260869565217391,019
7,8,0.0,019
7,9,0.0,019
7,10,0.0,019
7,11,0.0,019
8,1,0.0,019
8,2,0.0,019
8,3,0.0,019
8,4,0.0,019
8,5,0.0,019
8,6,0.0,019
8,7,0.0,019
8,8,0.02336448598130841,019
8,9,0.0,019
8,10,0.0,019
8,11,0.0,019
9,1,0.0,019
9,2,0.0,019
9,3,0.0,019
9,4,0.0,019
9,5,0.0,019
9,6,0.0,019
9,7,0.0,019
9,8,0.0,019
9,9,0.08461538461538462,019
9,10,0.0,019
9,11,0.0,019
10,1,0.0,019
10,2,0.0,019
10,3,0.0,019
10,4,0.0,019
10,5,0.0,019
10,6,0.0,019
10,7,0.0,019
10,8,0.0,019
10,9,0.0,019
10,10,0.14655172413793105,019
10,11,0.0,019
11,1,0.0,019
11,2,0.0,019
11,3,0.0,019
11,4,0.0,019
11,5,0.0,019
11,6,0.0,019
11,7,0.0,019
11,8,0.0,019
11,9,0.0,019
11,10,0.0,019
11,11,0.0,019
1,1,0.3539325842696629,070
1,2,0.0,070
1,3,0.0,070
1,4,0.0,070
1,5,0.0,070
1,6,0.0,070
1,7,0.0,070
1,8,0.0,070
1,9,0.0,070
1,10,0.0,070
1,11,0.0,070
2,1,0.0,070
2,2,0.2974137931034483,070
2,3,0.0,070
2,4,0.0,070
2,5,0.0,070
2,6,0.0,070
2,7,0.0,070
2,8,0.0,070
2,9,0.0,070
2,10,0.0,070
2,11,0.0,070
3,1,0.0,070
3,2,0.0,070
3,3,0.4861878453038674,070
3,4,0.0,070
3,5,0.0,070
3,6,0.0,070
3,7,0.0,070
3,8,0.0,070
3,9,0.0,070
3,10,0.0,070
3,11,0.0,070
4,1,0.0,070
4,2,0.0,070
4,3,0.0,070
4,4,0.368,070
4,5,0.0,070
4,6,0.0,070
4,7,0.0,070
4,8,0.0,070
4,9,0.0,070
4,10,0.0,070
4,11,0.0,070
5,1,0.0,070
5,2,0.0,070
5,3,0.0,070
5,4,0.0,070
5,5,0.17372881355932204,070
5,6,0.0,070
5,7,0.0,070
5,8,0.0,070
5,9,0.0,070
5,10,0.0,070
5,11,0.0,070
6,1,0.0,070
6,2,0.0,070
6,3,0.0,070
6,4,0.0,070
6,5,0.0,070
6,6,0.6122448979591837,070
6,7,0.0,070
6,8,0.0,070
6,9,0.0,070
6,10,0.0,070
6,11,0.0,070
7,1,0.0,070
7,2,0.0,070
7,3,0.0,070
7,4,0.0,070
7,5,0.0,070
7,6,0.0,070
7,7,0.47826086956521735,070
7,8,0.0,070
7,9,0.0,070
7,10,0.0,070
7,11,0.0,070
8,1,0.0,070
8,2,0.0,070
8,3,0.0,070
8,4,0.0,070
8,5,0.0,070
8,6,0.0,070
8,7,0.0,070
8,8,0.3644859813084112,070
8,9,0.0,070
8,10,0.0,070
8,11,0.0,070
9,1,0.0,070
9,2,0.0,070
9,3,0.0,070
9,4,0.0,070
9,5,0.0,070
9,6,0.0,070
9,7,0.0,070
9,8,0.0,070
9,9,0.07692307692307693,070
9,10,0.0,070
9,11,0.0,070
10,1,0.0,070
10,2,0.0,070
10,3,0.0,070
10,4,0.0,070
10,5,0.0,070
10,6,0.0,070
10,7,0.0,070
10,8,0.0,070
10,9,0.0,070
10,10,0.07758620689655173,070
10,11,0.0,070
11,1,0.0,070
11,2,0.0,070
11,3,0.0,070
11,4,0.0,070
11,5,0.0,070
11,6,0.0,070
11,7,0.0,070
11,8,0.0,070
11,9,0.0,070
11,10,0.0,070
11,11,0.11818181818181818,070
1,1,0.24157303370786518,087
1,2,0.0,087
1,3,0.0,087
1,4,0.0,087
1,5,0.0,087
1,6,0.0,087
1,7,0.0,087
1,8,0.0,087
1,9,0.0,087
1,10,0.0,087
1,11,0.0,087
2,1,0.0,087
2,2,0.3922413793103448,087
2,3,0.0,087
2,4,0.0,087
2,5,0.0,087
2,6,0.0,087
2,7,0.0,087
2,8,0.0,087
2,9,0.0,087
2,10,0.0,087
2,11,0.0,087
3,1,0.0,087
3,2,0.0,087
3,3,0.4861878453038674,087
3,4,0.0,087
3,5,0.0,087
3,6,0.0,087
3,7,0.0,087
3,8,0.0,087
3,9,0.0,087
3,10,0.0,087
3,11,0.0,087
4,1,0.0,087
4,2,0.0,087
4,3,0.0,087
4,4,0.124,087
4,5,0.0,087
4,6,0.0,087
4,7,0.0,087
4,8,0.0,087
4,9,0.0,087
4,10,0.0,087
4,11,0.0,087
5,1,0.0,087
5,2,0.0,087
5,3,0.0,087
5,4,0.0,087
5,5,0.2796610169491525,087
5,6,0.0,087
5,7,0.0,087
5,8,0.0,087
5,9,0.0,087
5,10,0.0,087
5,11,0.0,087
6,1,0.0,087
6,2,0.0,087
6,3,0.0,087
6,4,0.0,087
6,5,0.0,087
6,6,0.5510204081632653,087
6,7,0.0,087
6,8,0.0,087
6,9,0.0,087
6,10,0.0,087
6,11,0.0,087
7,1,0.0,087
7,2,0.0,087
7,3,0.0,087
7,4,0.0,087
7,5,0.0,087
7,6,0.0,087
7,7,0.25,087
7,8,0.0,087
7,9,0.0,087
7,10,0.0,087
7,11,0.0,087
8,1,0.0,087
8,2,0.0,087
8,3,0.0,087
8,4,0.0,087
8,5,0.0,087
8,6,0.0,087
8,7,0.0,087
8,8,0.32710280373831774,087
8,9,0.0,087
8,10,0.0,087
8,11,0.0,087
9,1,0.0,087
9,2,0.0,087
9,3,0.0,087
9,4,0.0,087
9,5,0.0,087
9,6,0.0,087
9,7,0.0,087
9,8,0.0,087
9,9,0.09230769230769231,087
9,10,0.0,087
9,11,0.0,087
10,1,0.0,087
10,2,0.0,087
10,3,0.0,087
10,4,0.0,087
10,5,0.0,087
10,6,0.0,087
10,7,0.0,087
10,8,0.0,087
10,9,0.0,087
10,10,0.25,087
10,11,0.0,087
11,1,0.0,087
11,2,0.0,087
11,3,0.0,087
11,4,0.0,087
11,5,0.0,087
11,6,0.0,087
11,7,0.0,087
11,8,0.0,087
11,9,0.0,087
11,10,0.0,087
11,11,0.10909090909090909,087
1,1,0.2808988764044944,078
1,2,0.0,078
1,3,0.0,078
1,4,0.0,078
1,5,0.0,078
1,6,0.0,078
1,7,0.0,078
1,8,0.0,078
1,9,0.0,078
1,10,0.0,078
1,11,0.0,078
2,1,0.0,078
2,2,0.40948275862068967,078
2,3,0.0,078
2,4,0.0,078
2,5,0.0,078
2,6,0.0,078
2,7,0.0,078
2,8,0.0,078
2,9,0.0,078
2,10,0.0,078
2,11,0.0,078
3,1,0.0,078
3,2,0.0,078
3,3,0.5220994475138121,078
3,4,0.0,078
3,5,0.0,078
3,6,0.0,078
3,7,0.0,078
3,8,0.0,078
3,9,0.0,078
3,10,0.0,078
3,11,0.0,078
4,1,0.0,078
4,2,0.0,078
4,3,0.0,078
4,4,0.32,078
4,5,0.0,078
4,6,0.0,078
4,7,0.0,078
4,8,0.0,078
4,9,0.0,078
4,10,0.0,078
4,11,0.0,078
5,1,0.0,078
5,2,0.0,078
5,3,0.0,078
5,4,0.0,078
5,5,0.1652542372881356,078
5,6,0.0,078
5,7,0.0,078
5,8,0.0,078
5,9,0.0,078
5,10,0.0,078
5,11,0.0,078
6,1,0.0,078
6,2,0.0,078
6,3,0.0,078
6,4,0.0,078
6,5,0.0,078
6,6,0.3877551020408163,078
6,7,0.0,078
6,8,0.0,078
6,9,0.0,078
6,10,0.0,078
6,11,0.0,078
7,1,0.0,078
7,2,0.0,078
7,3,0.0,078
7,4,0.0,078
7,5,0.0,078
7,6,0.0,078
7,7,0.3913043478260869,078
7,8,0.0,078
7,9,0.0,078
7,10,0.0,078
7,11,0.0,078
8,1,0.0,078
8,2,0.0,078
8,3,0.0,078
8,4,0.0,078
8,5,0.0,078
8,6,0.0,078
8,7,0.0,078
8,8,0.2850467289719626,078
8,9,0.0,078
8,10,0.0,078
8,11,0.0,078
9,1,0.0,078
9,2,0.0,078
9,3,0.0,078
9,4,0.0,078
9,5,0.0,078
9,6,0.0,078
9,7,0.0,078
9,8,0.0,078
9,9,0.11538461538461539,078
9,10,0.0,078
9,11,0.0,078
10,1,0.0,078
10,2,0.0,078
10,3,0.0,078
10,4,0.0,078
10,5,0.0,078
10,6,0.0,078
10,7,0.0,078
10,8,0.0,078
10,9,0.0,078
10,10,0.06034482758620689,078
10,11,0.0,078
11,1,0.0,078
11,2,0.0,078
11,3,0.0,078
11,4,0.0,078
11,5,0.0,078
11,6,0.0,078
11,7,0.0,078
11,8,0.0,078
11,9,0.0,078
11,10,0.0,078
11,11,0.1,078
1,1,0.09269662921348315,089
1,2,0.0,089
1,3,0.0,089
1,4,0.0,089
1,5,0.0,089
1,6,0.0,089
1,7,0.0,089
1,8,0.0,089
1,9,0.0,089
1,10,0.0,089
1,11,0.0,089
2,1,0.0,089
2,2,0.14224137931034483,089
2,3,0.0,089
2,4,0.0,089
2,5,0.0,089
2,6,0.0,089
2,7,0.0,089
2,8,0.0,089
2,9,0.0,089
2,10,0.0,089
2,11,0.0,089
3,1,0.0,089
3,2,0.0,089
3,3,0.013812154696132596,089
3,4,0.0,089
3,5,0.0,089
3,6,0.0,089
3,7,0.0,089
3,8,0.0,089
3,9,0.0,089
3,10,0.0,089
3,11,0.0,089
4,1,0.0,089
4,2,0.0,089
4,3,0.0,089
4,4,0.192,089
4,5,0.0,089
4,6,0.0,089
4,7,0.0,089
4,8,0.0,089
4,9,0.0,089
4,10,0.0,089
4,11,0.0,089
5,1,0.0,089
5,2,0.0,089
5,3,0.0,089
5,4,0.0,089
5,5,0.046610169491525424,089
5,6,0.0,089
5,7,0.0,089
5,8,0.0,089
5,9,0.0,089
5,10,0.0,089
5,11,0.0,089
6,1,0.0,089
6,2,0.0,089
6,3,0.0,089
6,4,0.0,089
6,5,0.0,089
6,6,0.10714285714285714,089
6,7,0.0,089
6,8,0.0,089
6,9,0.0,089
6,10,0.0,089
6,11,0.0,089
7,1,0.0,089
7,2,0.0,089
7,3,0.0,089
7,4,0.0,089
7,5,0.0,089
7,6,0.0,089
7,7,0.043478260869565216,089
7,8,0.0,089
7,9,0.0,089
7,10,0.0,089
7,11,0.0,089
8,1,0.0,089
8,2,0.0,089
8,3,0.0,089
8,4,0.0,089
8,5,0.0,089
8,6,0.0,089
8,7,0.0,089
8,8,0.17757009345794392,089
8,9,0.0,089
8,10,0.0,089
8,11,0.0,089
9,1,0.0,089
9,2,0.0,089
9,3,0.0,089
9,4,0.0,089
9,5,0.0,089
9,6,0.0,089
9,7,0.0,089
9,8,0.0,089
9,9,0.18461538461538463,089
9,10,0.0,089
9,11,0.0,089
10,1,0.0,089
10,2,0.0,089
10,3,0.0,089
10,4,0.0,089
10,5,0.0,089
10,6,0.0,089
10,7,0.0,089
10,8,0.0,089
10,9,0.0,089
10,10,0.008620689655172414,089
10,11,0.0,089
11,1,0.0,089
11,2,0.0,089
11,3,0.0,089
11,4,0.0,089
11,5,0.0,089
11,6,0.0,089
11,7,0.0,089
11,8,0.0,089
11,9,0.0,089
11,10,0.0,089
11,11,0.22727272727272727,089
1,1,0.4803370786516854,076
1,2,0.0,076
1,3,0.0,076
1,4,0.0,076
1,5,0.0,076
1,6,0.0,076
1,7,0.0,076
1,8,0.0,076
1,9,0.0,076
