froi1,froi2,overlap,subject
1,10,0.0,076
1,11,0.0,076
2,1,0.0,076
2,2,0.5991379310344828,076
2,3,0.0,076
2,4,0.0,076
2,5,0.0,076
2,6,0.0,076
2,7,0.0,076
2,8,0.0,076
2,9,0.0,076
2,10,0.0,076
2,11,0.0,076
3,1,0.0,076
3,2,0.0,076
3,3,0.3425414364640884,076
3,4,0.0,076
3,5,0.0,076
3,6,0.0,076
3,7,0.0,076
3,8,0.0,076
3,9,0.0,076
3,10,0.0,076
3,11,0.0,076
4,1,0.0,076
4,2,0.0,076
4,3,0.0,076
4,4,0.252,076
4,5,0.0,076
4,6,0.0,076
4,7,0.0,076
4,8,0.0,076
4,9,0.0,076
4,10,0.0,076
4,11,0.0,076
5,1,0.0,076
5,2,0.0,076
5,3,0.0,076
5,4,0.0,076
5,5,0.17796610169491525,076
5,6,0.0,076
5,7,0.0,076
5,8,0.0,076
5,9,0.0,076
5,10,0.0,076
5,11,0.0,076
6,1,0.0,076
6,2,0.0,076
6,3,0.0,076
6,4,0.0,076
6,5,0.0,076
6,6,0.6122448979591837,076
6,7,0.0,076
6,8,0.0,076
6,9,0.0,076
6,10,0.0,076
6,11,0.0,076
7,1,0.0,076
7,2,0.0,076
7,3,0.0,076
7,4,0.0,076
7,5,0.0,076
7,6,0.0,076
7,7,0.2934782608695652,076
7,8,0.0,076
7,9,0.0,076
7,10,0.0,076
7,11,0.0,076
8,1,0.0,076
8,2,0.0,076
8,3,0.0,076
8,4,0.0,076
8,5,0.0,076
8,6,0.0,076
8,7,0.0,076
8,8,0.4672897196261682,076
8,9,0.0,076
8,10,0.0,076
8,11,0.0,076
9,1,0.0,076
9,2,0.0,076
9,3,0.0,076
9,4,0.0,076
9,5,0.0,076
9,6,0.0,076
9,7,0.0,076
9,8,0.0,076
9,9,0.16923076923076924,076
9,10,0.0,076
9,11,0.0,076
10,1,0.0,076
10,2,0.0,076
10,3,0.0,076
10,4,0.0,076
10,5,0.0,076
10,6,0.0,076
10,7,0.0,076
10,8,0.0,076
10,9,0.0,076
10,10,0.22413793103448276,076
10,11,0.0,076
11,1,0.0,076
11,2,0.0,076
11,3,0.0,076
11,4,0.0,076
11,5,0.0,076
11,6,0.0,076
11,7,0.0,076
11,8,0.0,076
11,9,0.0,076
11,10,0.0,076
11,11,0.17272727272727273,076
