froi1,froi2,overlap,run1,run2,subject
1,2,0.0,2,orth2,057
1,3,0.0,2,orth2,057
1,4,0.0,2,orth2,057
1,5,0.0,2,orth2,057
1,6,0.0,2,orth2,057
1,7,0.0,2,orth2,057
1,8,0.0,2,orth2,057
1,9,0.0,2,orth2,057
1,10,0.0,2,orth2,057
1,11,0.0,2,orth2,057
2,1,0.0,2,orth2,057
2,2,0.21551724137931033,2,orth2,057
2,3,0.0,2,orth2,057
2,4,0.0,2,orth2,057
2,5,0.0,2,orth2,057
2,6,0.0,2,orth2,057
2,7,0.0,2,orth2,057
2,8,0.0,2,orth2,057
2,9,0.0,2,orth2,057
2,10,0.0,2,orth2,057
2,11,0.0,2,orth2,057
3,1,0.0,2,orth2,057
3,2,0.0,2,orth2,057
3,3,0.18232044198895028,2,orth2,057
3,4,0.0,2,orth2,057
3,5,0.0,2,orth2,057
3,6,0.0,2,orth2,057
3,7,0.0,2,orth2,057
3,8,0.0,2,orth2,057
3,9,0.0,2,orth2,057
3,10,0.0,2,orth2,057
3,11,0.0,2,orth2,057
4,1,0.0,2,orth2,057
4,2,0.0,2,orth2,057
4,3,0.0,2,orth2,057
4,4,0.288,2,orth2,057
4,5,0.0,2,orth2,057
4,6,0.0,2,orth2,057
4,7,0.0,2,orth2,057
4,8,0.0,2,orth2,057
4,9,0.0,2,orth2,057
4,10,0.0,2,orth2,057
4,11,0.0,2,orth2,057
5,1,0.0,2,orth2,057
5,2,0.0,2,orth2,057
5,3,0.0,2,orth2,057
5,4,0.0,2,orth2,057
5,5,0.11864406779661017,2,orth2,057
5,6,0.0,2,orth2,057
5,7,0.0,2,orth2,057
5,8,0.0,2,orth2,057
5,9,0.0,2,orth2,057
5,10,0.0,2,orth2,057
5,11,0.0,2,orth2,057
6,1,0.0,2,orth2,057
6,2,0.0,2,orth2,057
6,3,0.0,2,orth2,057
6,4,0.0,2,orth2,057
6,5,0.0,2,orth2,057
6,6,0.2653061224489796,2,orth2,057
6,7,0.0,2,orth2,057
6,8,0.0,2,orth2,057
6,9,0.0,2,orth2,057
6,10,0.0,2,orth2,057
6,11,0.0,2,orth2,057
7,1,0.0,2,orth2,057
7,2,0.0,2,orth2,057
7,3,0.0,2,orth2,057
7,4,0.0,2,orth2,057
7,5,0.0,2,orth2,057
7,6,0.0,2,orth2,057
7,7,0.10869565217391304,2,orth2,057
7,8,0.0,2,orth2,057
7,9,0.0,2,orth2,057
7,10,0.0,2,orth2,057
7,11,0.0,2,orth2,057
8,1,0.0,2,orth2,057
8,2,0.0,2,orth2,057
8,3,0.0,2,orth2,057
8,4,0.0,2,orth2,057
8,5,0.0,2,orth2,057
8,6,0.0,2,orth2,057
8,7,0.0,2,orth2,057
8,8,0.308411214953271,2,orth2,057
8,9,0.0,2,orth2,057
8,10,0.0,2,orth2,057
8,11,0.0,2,orth2,057
9,1,0.0,2,orth2,057
9,2,0.0,2,orth2,057
9,3,0.0,2,orth2,057
9,4,0.0,2,orth2,057
9,5,0.0,2,orth2,057
9,6,0.0,2,orth2,057
9,7,0.0,2,orth2,057
9,8,0.0,2,orth2,057
9,9,0.0,2,orth2,057
9,10,0.0,2,orth2,057
9,11,0.0,2,orth2,057
10,1,0.0,2,orth2,057
10,2,0.0,2,orth2,057
10,3,0.0,2,orth2,057
10,4,0.0,2,orth2,057
10,5,0.0,2,orth2,057
10,6,0.0,2,orth2,057
10,7,0.0,2,orth2,057
10,8,0.0,2,orth2,057
10,9,0.0,2,orth2,057
10,10,0.06896551724137931,2,orth2,057
10,11,0.0,2,orth2,057
11,1,0.0,2,orth2,057
11,2,0.0,2,orth2,057
11,3,0.0,2,orth2,057
11,4,0.0,2,orth2,057
11,5,0.0,2,orth2,057
11,6,0.0,2,orth2,057
11,7,0.0,2,orth2,057
11,8,0.0,2,orth2,057
11,9,0.0,2,orth2,057
11,10,0.0,2,orth2,057
11,11,0.0,2,orth2,057
1,1,0.20224719101123595,orth1,1,059
1,2,0.0,orth1,1,059
1,3,0.0,orth1,1,059
1,4,0.0,orth1,1,059
1,5,0.0,orth1,1,059
1,6,0.0,orth1,1,059
1,7,0.0,orth1,1,059
1,8,0.0,orth1,1,059
1,9,0.0,orth1,1,059
1,10,0.0,orth1,1,059
1,11,0.0,orth1,1,059
2,1,0.0,orth1,1,059
2,2,0.15517241379310345,orth1,1,059
2,3,0.0,orth1,1,059
2,4,0.0,orth1,1,059
2,5,0.0,orth1,1,059
2,6,0.0,orth1,1,059
2,7,0.0,orth1,1,059
2,8,0.0,orth1,1,059
2,9,0.0,orth1,1,059
2,10,0.0,orth1,1,059
2,11,0.0,orth1,1,059
3,1,0.0,orth1,1,059
3,2,0.0,orth1,1,059
3,3,0.6243093922651933,orth1,1,059
3,4,0.0,orth1,1,059
3,5,0.0,orth1,1,059
3,6,0.0,orth1,1,059
3,7,0.0,orth1,1,059
3,8,0.0,orth1,1,059
3,9,0.0,orth1,1,059
3,10,0.0,orth1,1,059
3,11,0.0,orth1,1,059
4,1,0.0,orth1,1,059
4,2,0.0,orth1,1,059
4,3,0.0,orth1,1,059
4,4,0.504,orth1,1,059
4,5,0.0,orth1,1,059
4,6,0.0,orth1,1,059
4,7,0.0,orth1,1,059
4,8,0.0,orth1,1,059
4,9,0.0,orth1,1,059
4,10,0.0,orth1,1,059
4,11,0.0,orth1,1,059
5,1,0.0,orth1,1,059
5,2,0.0,orth1,1,059
5,3,0.0,orth1,1,059
5,4,0.0,orth1,1,059
5,5,0.03389830508474576,orth1,1,059
5,6,0.0,orth1,1,059
5,7,0.0,orth1,1,059
5,8,0.0,orth1,1,059
5,9,0.0,orth1,1,059
5,10,0.0,orth1,1,059
5,11,0.0,orth1,1,059
6,1,0.0,orth1,1,059
6,2,0.0,orth1,1,059
6,3,0.0,orth1,1,059
6,4,0.0,orth1,1,059
6,5,0.0,orth1,1,059
6,6,0.5510204081632653,orth1,1,059
6,7,0.0,orth1,1,059
6,8,0.0,orth1,1,059
6,9,0.0,orth1,1,059
6,10,0.0,orth1,1,059
6,11,0.0,orth1,1,059
7,1,0.0,orth1,1,059
7,2,0.0,orth1,1,059
7,3,0.0,orth1,1,059
7,4,0.0,orth1,1,059
7,5,0.0,orth1,1,059
7,6,0.0,orth1,1,059
7,7,0.21739130434782608,orth1,1,059
7,8,0.0,orth1,1,059
7,9,0.0,orth1,1,059
7,10,0.0,orth1,1,059
7,11,0.0,orth1,1,059
8,1,0.0,orth1,1,059
8,2,0.0,orth1,1,059
8,3,0.0,orth1,1,059
8,4,0.0,orth1,1,059
8,5,0.0,orth1,1,059
8,6,0.0,orth1,1,059
8,7,0.0,orth1,1,059
8,8,0.14953271028037382,orth1,1,059
8,9,0.0,orth1,1,059
8,10,0.0,orth1,1,059
8,11,0.0,orth1,1,059
9,1,0.0,orth1,1,059
9,2,0.0,orth1,1,059
9,3,0.0,orth1,1,059
9,4,0.0,orth1,1,059
9,5,0.0,orth1,1,059
9,6,0.0,orth1,1,059
9,7,0.0,orth1,1,059
9,8,0.0,orth1,1,059
9,9,0.18461538461538463,orth1,1,059
9,10,0.0,orth1,1,059
9,11,0.0,orth1,1,059
10,1,0.0,orth1,1,059
10,2,0.0,orth1,1,059
10,3,0.0,orth1,1,059
10,4,0.0,orth1,1,059
10,5,0.0,orth1,1,059
10,6,0.0,orth1,1,059
10,7,0.0,orth1,1,059
10,8,0.0,orth1,1,059
10,9,0.0,orth1,1,059
10,10,0.39655172413793105,orth1,1,059
10,11,0.0,orth1,1,059
11,1,0.0,orth1,1,059
11,2,0.0,orth1,1,059
11,3,0.0,orth1,1,059
11,4,0.0,orth1,1,059
11,5,0.0,orth1,1,059
11,6,0.0,orth1,1,059
11,7,0.0,orth1,1,059
11,8,0.0,orth1,1,059
11,9,0.0,orth1,1,059
11,10,0.0,orth1,1,059
11,11,0.5818181818181818,orth1,1,059
1,1,0.2696629213483146,orth2,2,059
1,2,0.0,orth2,2,059
1,3,0.0,orth2,2,059
1,4,0.0,orth2,2,059
1,5,0.0,orth2,2,059
1,6,0.0,orth2,2,059
1,7,0.0,orth2,2,059
1,8,0.0,orth2,2,059
1,9,0.0,orth2,2,059
1,10,0.0,orth2,2,059
1,11,0.0,orth2,2,059
2,1,0.0,orth2,2,059
2,2,0.06896551724137931,orth2,2,059
2,3,0.0,orth2,2,059
2,4,0.0,orth2,2,059
2,5,0.0,orth2,2,059
2,6,0.0,orth2,2,059
2,7,0.0,orth2,2,059
2,8,0.0,orth2,2,059
2,9,0.0,orth2,2,059
2,10,0.0,orth2,2,059
2,11,0.0,orth2,2,059
3,1,0.0,orth2,2,059
3,2,0.0,orth2,2,059
3,3,0.39779005524861877,orth2,2,059
3,4,0.0,orth2,2,059
3,5,0.0,orth2,2,059
3,6,0.0,orth2,2,059
3,7,0.0,orth2,2,059
3,8,0.0,orth2,2,059
3,9,0.0,orth2,2,059
3,10,0.0,orth2,2,059
3,11,0.0,orth2,2,059
4,1,0.0,orth2,2,059
4,2,0.0,orth2,2,059
4,3,0.0,orth2,2,059
4,4,0.392,orth2,2,059
4,5,0.0,orth2,2,059
4,6,0.0,orth2,2,059
4,7,0.0,orth2,2,059
4,8,0.0,orth2,2,059
4,9,0.0,orth2,2,059
4,10,0.0,orth2,2,059
4,11,0.0,orth2,2,059
5,1,0.0,orth2,2,059
5,2,0.0,orth2,2,059
5,3,0.0,orth2,2,059
5,4,0.0,orth2,2,059
5,5,0.09322033898305085,orth2,2,059
5,6,0.0,orth2,2,059
5,7,0.0,orth2,2,059
5,8,0.0,orth2,2,059
5,9,0.0,orth2,2,059
5,10,0.0,orth2,2,059
5,11,0.0,orth2,2,059
6,1,0.0,orth2,2,059
6,2,0.0,orth2,2,059
6,3,0.0,orth2,2,059
6,4,0.0,orth2,2,059
6,5,0.0,orth2,2,059
6,6,0.41836734693877553,orth2,2,059
6,7,0.0,orth2,2,059
6,8,0.0,orth2,2,059
6,9,0.0,orth2,2,059
6,10,0.0,orth2,2,059
6,11,0.0,orth2,2,059
7,1,0.0,orth2,2,059
7,2,0.0,orth2,2,059
7,3,0.0,orth2,2,059
7,4,0.0,orth2,2,059
7,5,0.0,orth2,2,059
7,6,0.0,orth2,2,059
7,7,0.30434782608695654,orth2,2,059
7,8,0.0,orth2,2,059
7,9,0.0,orth2,2,059
7,10,0.0,orth2,2,059
7,11,0.0,orth2,2,059
8,1,0.0,orth2,2,059
8,2,0.0,orth2,2,059
8,3,0.0,orth2,2,059
8,4,0.0,orth2,2,059
8,5,0.0,orth2,2,059
8,6,0.0,orth2,2,059
8,7,0.0,orth2,2,059
8,8,0.35514018691588783,orth2,2,059
8,9,0.0,orth2,2,059
8,10,0.0,orth2,2,059
8,11,0.0,orth2,2,059
9,1,0.0,orth2,2,059
9,2,0.0,orth2,2,059
9,3,0.0,orth2,2,059
9,4,0.0,orth2,2,059
9,5,0.0,orth2,2,059
9,6,0.0,orth2,2,059
9,7,0.0,orth2,2,059
9,8,0.0,orth2,2,059
9,9,0.24615384615384617,orth2,2,059
9,10,0.0,orth2,2,059
9,11,0.0,orth2,2,059
10,1,0.0,orth2,2,059
10,2,0.0,orth2,2,059
10,3,0.0,orth2,2,059
10,4,0.0,orth2,2,059
10,5,0.0,orth2,2,059
10,6,0.0,orth2,2,059
10,7,0.0,orth2,2,059
10,8,0.0,orth2,2,059
10,9,0.0,orth2,2,059
10,10,0.20689655172413793,orth2,2,059
10,11,0.0,orth2,2,059
11,1,0.0,orth2,2,059
11,2,0.0,orth2,2,059
11,3,0.0,orth2,2,059
11,4,0.0,orth2,2,059
11,5,0.0,orth2,2,059
11,6,0.0,orth2,2,059
11,7,0.0,orth2,2,059
11,8,0.0,orth2,2,059
11,9,0.0,orth2,2,059
11,10,0.0,orth2,2,059
11,11,0.6545454545454545,orth2,2,059
1,1,0.2696629213483146,1,orth1,059
1,2,0.0,1,orth1,059
1,3,0.0,1,orth1,059
1,4,0.0,1,orth1,059
1,5,0.0,1,orth1,059
1,6,0.0,1,orth1,059
1,7,0.0,1,orth1,059
1,8,0.0,1,orth1,059
1,9,0.0,1,orth1,059
1,10,0.0,1,orth1,059
1,11,0.0,1,orth1,059
2,1,0.0,1,orth1,059
2,2,0.06896551724137931,1,orth1,059
2,3,0.0,1,orth1,059
2,4,0.0,1,orth1,059
2,5,0.0,1,orth1,059
2,6,0.0,1,orth1,059
2,7,0.0,1,orth1,059
2,8,0.0,1,orth1,059
2,9,0.0,1,orth1,059
2,10,0.0,1,orth1,059
2,11,0.0,1,orth1,059
3,1,0.0,1,orth1,059
3,2,0.0,1,orth1,059
3,3,0.39779005524861877,1,orth1,059
3,4,0.0,1,orth1,059
3,5,0.0,1,orth1,059
3,6,0.0,1,orth1,059
3,7,0.0,1,orth1,059
3,8,0.0,1,orth1,059
3,9,0.0,1,orth1,059
3,10,0.0,1,orth1,059
3,11,0.0,1,orth1,059
4,1,0.0,1,orth1,059
4,2,0.0,1,orth1,059
4,3,0.0,1,orth1,059
4,4,0.392,1,orth1,059
4,5,0.0,1,orth1,059
4,6,0.0,1,orth1,059
4,7,0.0,1,orth1,059
4,8,0.0,1,orth1,059
4,9,0.0,1,orth1,059
4,10,0.0,1,orth1,059
4,11,0.0,1,orth1,059
5,1,0.0,1,orth1,059
5,2,0.0,1,orth1,059
5,3,0.0,1,orth1,059
5,4,0.0,1,orth1,059
5,5,0.09322033898305085,1,orth1,059
5,6,0.0,1,orth1,059
5,7,0.0,1,orth1,059
5,8,0.0,1,orth1,059
5,9,0.0,1,orth1,059
5,10,0.0,1,orth1,059
5,11,0.0,1,orth1,059
6,1,0.0,1,orth1,059
6,2,0.0,1,orth1,059
6,3,0.0,1,orth1,059
6,4,0.0,1,orth1,059
6,5,0.0,1,orth1,059
6,6,0.41836734693877553,1,orth1,059
6,7,0.0,1,orth1,059
6,8,0.0,1,orth1,059
6,9,0.0,1,orth1,059
6,10,0.0,1,orth1,059
6,11,0.0,1,orth1,059
7,1,0.0,1,orth1,059
7,2,0.0,1,orth1,059
7,3,0.0,1,orth1,059
7,4,0.0,1,orth1,059
7,5,0.0,1,orth1,059
7,6,0.0,1,orth1,059
7,7,0.30434782608695654,1,orth1,059
7,8,0.0,1,orth1,059
7,9,0.0,1,orth1,059
7,10,0.0,1,orth1,059
7,11,0.0,1,orth1,059
8,1,0.0,1,orth1,059
8,2,0.0,1,orth1,059
8,3,0.0,1,orth1,059
8,4,0.0,1,orth1,059
8,5,0.0,1,orth1,059
8,6,0.0,1,orth1,059
8,7,0.0,1,orth1,059
8,8,0.35514018691588783,1,orth1,059
8,9,0.0,1,orth1,059
8,10,0.0,1,orth1,059
8,11,0.0,1,orth1,059
9,1,0.0,1,orth1,059
9,2,0.0,1,orth1,059
9,3,0.0,1,orth1,059
9,4,0.0,1,orth1,059
9,5,0.0,1,orth1,059
9,6,0.0,1,orth1,059
9,7,0.0,1,orth1,059
9,8,0.0,1,orth1,059
9,9,0.24615384615384617,1,orth1,059
9,10,0.0,1,orth1,059
9,11,0.0,1,orth1,059
10,1,0.0,1,orth1,059
10,2,0.0,1,orth1,059
10,3,0.0,1,orth1,059
10,4,0.0,1,orth1,059
10,5,0.0,1,orth1,059
10,6,0.0,1,orth1,059
10,7,0.0,1,orth1,059
10,8,0.0,1,orth1,059
10,9,0.0,1,orth1,059
10,10,0.20689655172413793,1,orth1,059
10,11,0.0,1,orth1,059
11,1,0.0,1,orth1,059
11,2,0.0,1,orth1,059
11,3,0.0,1,orth1,059
11,4,0.0,1,orth1,059
11,5,0.0,1,orth1,059
11,6,0.0,1,orth1,059
11,7,0.0,1,orth1,059
11,8,0.0,1,orth1,059
11,9,0.0,1,orth1,059
11,10,0.0,1,orth1,059
11,11,0.6545454545454545,1,orth1,059
1,1,0.20224719101123595,2,orth2,059
1,2,0.0,2,orth2,059
1,3,0.0,2,orth2,059
1,4,0.0,2,orth2,059
1,5,0.0,2,orth2,059
1,6,0.0,2,orth2,059
1,7,0.0,2,orth2,059
1,8,0.0,2,orth2,059
1,9,0.0,2,orth2,059
1,10,0.0,2,orth2,059
1,11,0.0,2,orth2,059
2,1,0.0,2,orth2,059
2,2,0.15517241379310345,2,orth2,059
2,3,0.0,2,orth2,059
2,4,0.0,2,orth2,059
2,5,0.0,2,orth2,059
2,6,0.0,2,orth2,059
2,7,0.0,2,orth2,059
2,8,0.0,2,orth2,059
2,9,0.0,2,orth2,059
2,10,0.0,2,orth2,059
2,11,0.0,2,orth2,059
3,1,0.0,2,orth2,059
3,2,0.0,2,orth2,059
3,3,0.6243093922651933,2,orth2,059
3,4,0.0,2,orth2,059
3,5,0.0,2,orth2,059
3,6,0.0,2,orth2,059
3,7,0.0,2,orth2,059
3,8,0.0,2,orth2,059
3,9,0.0,2,orth2,059
3,10,0.0,2,orth2,059
3,11,0.0,2,orth2,059
4,1,0.0,2,orth2,059
4,2,0.0,2,orth2,059
4,3,0.0,2,orth2,059
4,4,0.504,2,orth2,059
4,5,0.0,2,orth2,059
4,6,0.0,2,orth2,059
4,7,0.0,2,orth2,059
4,8,0.0,2,orth2,059
4,9,0.0,2,orth2,059
4,10,0.0,2,orth2,059
4,11,0.0,2,orth2,059
5,1,0.0,2,orth2,059
5,2,0.0,2,orth2,059
5,3,0.0,2,orth2,059
5,4,0.0,2,orth2,059
5,5,0.03389830508474576,2,orth2,059
5,6,0.0,2,orth2,059
5,7,0.0,2,orth2,059
5,8,0.0,2,orth2,059
5,9,0.0,2,orth2,059
5,10,0.0,2,orth2,059
5,11,0.0,2,orth2,059
6,1,0.0,2,orth2,059
6,2,0.0,2,orth2,059
6,3,0.0,2,orth2,059
6,4,0.0,2,orth2,059
6,5,0.0,2,orth2,059
6,6,0.5510204081632653,2,orth2,059
6,7,0.0,2,orth2,059
6,8,0.0,2,orth2,059
6,9,0.0,2,orth2,059
6,10,0.0,2,orth2,059
6,11,0.0,2,orth2,059
7,1,0.0,2,orth2,059
7,2,0.0,2,orth2,059
7,3,0.0,2,orth2,059
7,4,0.0,2,orth2,059
7,5,0.0,2,orth2,059
7,6,0.0,2,orth2,059
7,7,0.21739130434782608,2,orth2,059
7,8,0.0,2,orth2,059
7,9,0.0,2,orth2,059
7,10,0.0,2,orth2,059
7,11,0.0,2,orth2,059
8,1,0.0,2,orth2,059
8,2,0.0,2,orth2,059
8,3,0.0,2,orth2,059
8,4,0.0,2,orth2,059
8,5,0.0,2,orth2,059
8,6,0.0,2,orth2,059
8,7,0.0,2,orth2,059
8,8,0.14953271028037382,2,orth2,059
8,9,0.0,2,orth2,059
8,10,0.0,2,orth2,059
8,11,0.0,2,orth2,059
9,1,0.0,2,orth2,059
9,2,0.0,2,orth2,059
9,3,0.0,2,orth2,059
9,4,0.0,2,orth2,059
9,5,0.0,2,orth2,059
9,6,0.0,2,orth2,059
9,7,0.0,2,orth2,059
9,8,0.0,2,orth2,059
9,9,0.18461538461538463,2,orth2,059
9,10,0.0,2,orth2,059
9,11,0.0,2,orth2,059
10,1,0.0,2,orth2,059
10,2,0.0,2,orth2,059
10,3,0.0,2,orth2,059
10,4,0.0,2,orth2,059
10,5,0.0,2,orth2,059
10,6,0.0,2,orth2,059
10,7,0.0,2,orth2,059
10,8,0.0,2,orth2,059
10,9,0.0,2,orth2,059
10,10,0.39655172413793105,2,orth2,059
10,11,0.0,2,orth2,059
11,1,0.0,2,orth2,059
11,2,0.0,2,orth2,059
11,3,0.0,2,orth2,059
11,4,0.0,2,orth2,059
11,5,0.0,2,orth2,059
11,6,0.0,2,orth2,059
11,7,0.0,2,orth2,059
11,8,0.0,2,orth2,059
11,9,0.0,2,orth2,059
11,10,0.0,2,orth2,059
11,11,0.5818181818181818,2,orth2,059
1,1,0.5056179775280899,orth1,1,056
1,2,0.0,orth1,1,056
1,3,0.0,orth1,1,056
1,4,0.0,orth1,1,056
1,5,0.0,orth1,1,056
1,6,0.0,orth1,1,056
1,7,0.0,orth1,1,056
1,8,0.0,orth1,1,056
1,9,0.0,orth1,1,056
1,10,0.0,orth1,1,056
1,11,0.0,orth1,1,056
2,1,0.0,orth1,1,056
2,2,0.29310344827586204,orth1,1,056
2,3,0.0,orth1,1,056
2,4,0.0,orth1,1,056
2,5,0.0,orth1,1,056
2,6,0.0,orth1,1,056
2,7,0.0,orth1,1,056
2,8,0.0,orth1,1,056
2,9,0.0,orth1,1,056
2,10,0.0,orth1,1,056
2,11,0.0,orth1,1,056
3,1,0.0,orth1,1,056
3,2,0.0,orth1,1,056
3,3,0.3812154696132597,orth1,1,056
3,4,0.0,orth1,1,056
3,5,0.0,orth1,1,056
3,6,0.0,orth1,1,056
3,7,0.0,orth1,1,056
3,8,0.0,orth1,1,056
3,9,0.0,orth1,1,056
3,10,0.0,orth1,1,056
3,11,0.0,orth1,1,056
4,1,0.0,orth1,1,056
4,2,0.0,orth1,1,056
4,3,0.0,orth1,1,056
4,4,0.472,orth1,1,056
4,5,0.0,orth1,1,056
4,6,0.0,orth1,1,056
4,7,0.0,orth1,1,056
4,8,0.0,orth1,1,056
4,9,0.0,orth1,1,056
4,10,0.0,orth1,1,056
4,11,0.0,orth1,1,056
5,1,0.0,orth1,1,056
5,2,0.0,orth1,1,056
5,3,0.0,orth1,1,056
5,4,0.0,orth1,1,056
5,5,0.559322033898305,orth1,1,056
5,6,0.0,orth1,1,056
5,7,0.0,orth1,1,056
5,8,0.0,orth1,1,056
5,9,0.0,orth1,1,056
5,10,0.0,orth1,1,056
5,11,0.0,orth1,1,056
6,1,0.0,orth1,1,056
6,2,0.0,orth1,1,056
6,3,0.0,orth1,1,056
6,4,0.0,orth1,1,056
6,5,0.0,orth1,1,056
6,6,0.3979591836734694,orth1,1,056
6,7,0.0,orth1,1,056
6,8,0.0,orth1,1,056
6,9,0.0,orth1,1,056
6,10,0.0,orth1,1,056
6,11,0.0,orth1,1,056
7,1,0.0,orth1,1,056
7,2,0.0,orth1,1,056
7,3,0.0,orth1,1,056
7,4,0.0,orth1,1,056
7,5,0.0,orth1,1,056
7,6,0.0,orth1,1,056
7,7,0.3695652173913043,orth1,1,056
7,8,0.0,orth1,1,056
7,9,0.0,orth1,1,056
7,10,0.0,orth1,1,056
7,11,0.0,orth1,1,056
8,1,0.0,orth1,1,056
8,2,0.0,orth1,1,056
8,3,0.0,orth1,1,056
8,4,0.0,orth1,1,056
8,5,0.0,orth1,1,056
8,6,0.0,orth1,1,056
8,7,0.0,orth1,1,056
8,8,0.22429906542056074,orth1,1,056
8,9,0.0,orth1,1,056
8,10,0.0,orth1,1,056
8,11,0.0,orth1,1,056
9,1,0.0,orth1,1,056
9,2,0.0,orth1,1,056
9,3,0.0,orth1,1,056
9,4,0.0,orth1,1,056
9,5,0.0,orth1,1,056
9,6,0.0,orth1,1,056
9,7,0.0,orth1,1,056
9,8,0.0,orth1,1,056
9,9,0.03076923076923077,orth1,1,056
9,10,0.0,orth1,1,056
9,11,0.0,orth1,1,056
10,1,0.0,orth1,1,056
10,2,0.0,orth1,1,056
10,3,0.0,orth1,1,056
10,4,0.0,orth1,1,056
10,5,0.0,orth1,1,056
10,6,0.0,orth1,1,056
10,7,0.0,orth1,1,056
10,8,0.0,orth1,1,056
10,9,0.0,orth1,1,056
10,10,0.43103448275862066,orth1,1,056
10,11,0.0,orth1,1,056
11,1,0.0,orth1,1,056
11,2,0.0,orth1,1,056
11,3,0.0,orth1,1,056
11,4,0.0,orth1,1,056
11,5,0.0,orth1,1,056
11,6,0.0,orth1,1,056
11,7,0.0,orth1,1,056
11,8,0.0,orth1,1,056
11,9,0.0,orth1,1,056
11,10,0.0,orth1,1,056
11,11,0.10909090909090909,orth1,1,056
1,1,0.3539325842696629,orth2,2,056
1,2,0.0,orth2,2,056
1,3,0.0,orth2,2,056
1,4,0.0,orth2,2,056
1,5,0.0,orth2,2,056
1,6,0.0,orth2,2,056
1,7,0.0,orth2,2,056
1,8,0.0,orth2,2,056
1,9,0.0,orth2,2,056
1,10,0.0,orth2,2,056
1,11,0.0,orth2,2,056
2,1,0.0,orth2,2,056
2,2,0.1724137931034483,orth2,2,056
2,3,0.0,orth2,2,056
2,4,0.0,orth2,2,056
2,5,0.0,orth2,2,056
2,6,0.0,orth2,2,056
2,7,0.0,orth2,2,056
2,8,0.0,orth2,2,056
2,9,0.0,orth2,2,056
2,10,0.0,orth2,2,056
2,11,0.0,orth2,2,056
3,1,0.0,orth2,2,056
3,2,0.0,orth2,2,056
3,3,0.16574585635359115,orth2,2,056
3,4,0.0,orth2,2,056
3,5,0.0,orth2,2,056
3,6,0.0,orth2,2,056
3,7,0.0,orth2,2,056
3,8,0.0,orth2,2,056
3,9,0.0,orth2,2,056
3,10,0.0,orth2,2,056
3,11,0.0,orth2,2,056
4,1,0.0,orth2,2,056
4,2,0.0,orth2,2,056
4,3,0.0,orth2,2,056
4,4,0.416,orth2,2,056
4,5,0.0,orth2,2,056
4,6,0.0,orth2,2,056
4,7,0.0,orth2,2,056
4,8,0.0,orth2,2,056
4,9,0.0,orth2,2,056
4,10,0.0,orth2,2,056
4,11,0.0,orth2,2,056
5,1,0.0,orth2,2,056
5,2,0.0,orth2,2,056
5,3,0.0,orth2,2,056
5,4,0.0,orth2,2,056
5,5,0.4830508474576271,orth2,2,056
5,6,0.0,orth2,2,056
5,7,0.0,orth2,2,056
5,8,0.0,orth2,2,056
5,9,0.0,orth2,2,056
5,10,0.0,orth2,2,056
5,11,0.0,orth2,2,056
6,1,0.0,orth2,2,056
6,2,0.0,orth2,2,056
6,3,0.0,orth2,2,056
6,4,0.0,orth2,2,056
6,5,0.0,orth2,2,056
6,6,0.25510204081632654,orth2,2,056
6,7,0.0,orth2,2,056
6,8,0.0,orth2,2,056
6,9,0.0,orth2,2,056
6,10,0.0,orth2,2,056
6,11,0.0,orth2,2,056
7,1,0.0,orth2,2,056
7,2,0.0,orth2,2,056
7,3,0.0,orth2,2,056
7,4,0.0,orth2,2,056
7,5,0.0,orth2,2,056
7,6,0.0,orth2,2,056
7,7,0.4782608695652174,orth2,2,056
7,8,0.0,orth2,2,056
7,9,0.0,orth2,2,056
7,10,0.0,orth2,2,056
7,11,0.0,orth2,2,056
8,1,0.0,orth2,2,056
8,2,0.0,orth2,2,056
8,3,0.0,orth2,2,056
8,4,0.0,orth2,2,056
8,5,0.0,orth2,2,056
8,6,0.0,orth2,2,056
8,7,0.0,orth2,2,056
8,8,0.14018691588785046,orth2,2,056
8,9,0.0,orth2,2,056
8,10,0.0,orth2,2,056
8,11,0.0,orth2,2,056
9,1,0.0,orth2,2,056
9,2,0.0,orth2,2,056
9,3,0.0,orth2,2,056
9,4,0.0,orth2,2,056
9,5,0.0,orth2,2,056
9,6,0.0,orth2,2,056
9,7,0.0,orth2,2,056
9,8,0.0,orth2,2,056
9,9,0.015384615384615385,orth2,2,056
9,10,0.0,orth2,2,056
9,11,0.0,orth2,2,056
10,1,0.0,orth2,2,056
10,2,0.0,orth2,2,056
10,3,0.0,orth2,2,056
10,4,0.0,orth2,2,056
10,5,0.0,orth2,2,056
10,6,0.0,orth2,2,056
10,7,0.0,orth2,2,056
10,8,0.0,orth2,2,056
10,9,0.0,orth2,2,056
10,10,0.3620689655172414,orth2,2,056
10,11,0.0,orth2,2,056
11,1,0.0,orth2,2,056
11,2,0.0,orth2,2,056
11,3,0.0,orth2,2,056
11,4,0.0,orth2,2,056
11,5,0.0,orth2,2,056
11,6,0.0,orth2,2,056
11,7,0.0,orth2,2,056
11,8,0.0,orth2,2,056
11,9,0.0,orth2,2,056
11,10,0.0,orth2,2,056
11,11,0.03636363636363636,orth2,2,056
1,1,0.3539325842696629,1,orth1,056
1,2,0.0,1,orth1,056
1,3,0.0,1,orth1,056
1,4,0.0,1,orth1,056
1,5,0.0,1,orth1,056
1,6,0.0,1,orth1,056
