subject,froi_size,froi,task,contrast,effect_size
076,162.0,2,EventsOrig,Perc_photo,0.3758440435990507
076,64.0,3,EventsOrig,Perc_photo,1.8587484834715724
076,74.0,4,EventsOrig,Perc_photo,1.785725105453182
076,46.0,5,EventsOrig,Perc_photo,1.1340387353430623
076,37.0,6,EventsOrig,Perc_photo,0.07653688558855572
076,294.0,1,EventsOrig,Sem_sent,1.076141431927681
076,162.0,2,EventsOrig,Sem_sent,-0.3266418748707683
076,64.0,3,EventsOrig,Sem_sent,1.0212930091656744
076,74.0,4,EventsOrig,Sem_sent,3.319740131094649
076,46.0,5,EventsOrig,Sem_sent,2.3307434994241465
076,37.0,6,EventsOrig,Sem_sent,-0.09817323833703995
076,294.0,1,EventsOrig,Perc_sent,0.9703506291368786
076,162.0,2,EventsOrig,Perc_sent,0.02737194587143115
076,64.0,3,EventsOrig,Perc_sent,1.5273876073770225
076,74.0,4,EventsOrig,Perc_sent,1.4915969154319249
076,46.0,5,EventsOrig,Perc_sent,0.5994746950657471
076,37.0,6,EventsOrig,Perc_sent,-0.12539697337794947
