subject,froi,task1,task2,effect1,effect2,fisher_z
040,LIFG_orb,SWNloc,SWNloc,S,W,1.2097583986692662
040,LIFG,SWNloc,SWNloc,S,W,0.2837872754486002
040,LMFG,SWNloc,SWNloc,S,W,0.5926977964200847
040,LAntTemp,SWNloc,SWNloc,S,W,1.453020288641672
040,LPostTemp,SWNloc,SWNloc,S,W,1.0154780827925383
040,LAngG,SWNloc,SWNloc,S,W,0.656180881591637
040,LIFG_orb,SWNloc,EventsOrig,S,Sem_photo,-0.008367914072872273
040,LIFG,SWNloc,EventsOrig,S,Sem_photo,0.07395163505431429
040,LMFG,SWNloc,EventsOrig,S,Sem_photo,-0.5076400076953308
040,LAntTemp,SWNloc,EventsOrig,S,Sem_photo,0.8833964989900375
040,LPostTemp,SWNloc,EventsOrig,S,Sem_photo,1.2088605027819919
040,LAngG,SWNloc,EventsOrig,S,Sem_photo,-0.010868717640688344
040,LIFG_orb,SWNloc,EventsOrig,S,Perc_photo,-0.07768460086642336
040,LIFG,SWNloc,EventsOrig,S,Perc_photo,-0.19910299972181691
040,LMFG,SWNloc,EventsOrig,S,Perc_photo,-0.4269879173547759
040,LAntTemp,SWNloc,EventsOrig,S,Perc_photo,1.2278935530283104
040,LPostTemp,SWNloc,EventsOrig,S,Perc_photo,1.3405756371473754
040,LAngG,SWNloc,EventsOrig,S,Perc_photo,-0.062327328984657177
040,LIFG_orb,SWNloc,EventsOrig,S,Sem_sent,0.5942868128251394
040,LIFG,SWNloc,EventsOrig,S,Sem_sent,0.21827033376940477
040,LMFG,SWNloc,EventsOrig,S,Sem_sent,-0.09353570861425321
040,LAntTemp,SWNloc,EventsOrig,S,Sem_sent,1.0426995324228945
040,LPostTemp,SWNloc,EventsOrig,S,Sem_sent,1.056142000603978
040,LAngG,SWNloc,EventsOrig,S,Sem_sent,0.2211870782237547
040,LIFG_orb,SWNloc,EventsOrig,S,Perc_sent,-0.06928571733339668
040,LIFG,SWNloc,EventsOrig,S,Perc_sent,-0.1696375662294685
040,LMFG,SWNloc,EventsOrig,S,Perc_sent,0.07484851341339253
040,LAntTemp,SWNloc,EventsOrig,S,Perc_sent,0.9315665207857058
040,LPostTemp,SWNloc,EventsOrig,S,Perc_sent,1.1273988306778056
040,LAngG,SWNloc,EventsOrig,S,Perc_sent,0.19613700017181598
040,LIFG_orb,SWNloc,SWNloc,W,S,1.2097583986692662
040,LIFG,SWNloc,SWNloc,W,S,0.2837872754486002
040,LMFG,SWNloc,SWNloc,W,S,0.5926977964200847
040,LAntTemp,SWNloc,SWNloc,W,S,1.453020288641672
040,LPostTemp,SWNloc,SWNloc,W,S,1.0154780827925383
040,LAngG,SWNloc,SWNloc,W,S,0.656180881591637
040,LIFG_orb,SWNloc,SWNloc,W,W,1.0397749664352232
040,LIFG,SWNloc,SWNloc,W,W,0.235629369621273
040,LMFG,SWNloc,SWNloc,W,W,0.8114205903671793
040,LAntTemp,SWNloc,SWNloc,W,W,1.2390512628802066
040,LPostTemp,SWNloc,SWNloc,W,W,0.8112104618381956
040,LAngG,SWNloc,SWNloc,W,W,0.5081671606472135
040,LIFG_orb,SWNloc,SWNloc,W,N,0.9141974368967989
040,LIFG,SWNloc,SWNloc,W,N,0.2450393457477071
040,LMFG,SWNloc,SWNloc,W,N,0.7637847238734383
040,LAntTemp,SWNloc,SWNloc,W,N,1.2162751162056895
040,LPostTemp,SWNloc,SWNloc,W,N,0.8645779594646815
040,LAngG,SWNloc,SWNloc,W,N,0.581194051097571
040,LIFG_orb,SWNloc,EventsOrig,W,Sem_photo,-0.053927419504675646
040,LIFG,SWNloc,EventsOrig,W,Sem_photo,0.1074223286043643
040,LMFG,SWNloc,EventsOrig,W,Sem_photo,-0.7294282945642927
040,LAntTemp,SWNloc,EventsOrig,W,Sem_photo,1.0056460489055261
040,LPostTemp,SWNloc,EventsOrig,W,Sem_photo,1.3983548006798547
040,LAngG,SWNloc,EventsOrig,W,Sem_photo,-0.3221881497951306
040,LIFG_orb,SWNloc,EventsOrig,W,Perc_photo,-0.10760145213101252
040,LIFG,SWNloc,EventsOrig,W,Perc_photo,-0.4409467974077782
040,LMFG,SWNloc,EventsOrig,W,Perc_photo,-0.6761818364190931
040,LAntTemp,SWNloc,EventsOrig,W,Perc_photo,1.3075461764691
040,LPostTemp,SWNloc,EventsOrig,W,Perc_photo,1.2566384738401661
040,LAngG,SWNloc,EventsOrig,W,Perc_photo,-0.05606118261113658
040,LIFG_orb,SWNloc,EventsOrig,W,Sem_sent,0.5772588043886864
040,LIFG,SWNloc,EventsOrig,W,Sem_sent,0.3605876878012819
040,LMFG,SWNloc,EventsOrig,W,Sem_sent,-0.49754513056130917
040,LAntTemp,SWNloc,EventsOrig,W,Sem_sent,1.2032151967775397
040,LPostTemp,SWNloc,EventsOrig,W,Sem_sent,1.1878585845772145
040,LAngG,SWNloc,EventsOrig,W,Sem_sent,0.36892837241398563
040,LIFG_orb,SWNloc,EventsOrig,W,Perc_sent,-0.09691140624445854
040,LIFG,SWNloc,EventsOrig,W,Perc_sent,-0.02238700327547695
040,LMFG,SWNloc,EventsOrig,W,Perc_sent,-0.11817493449015345
040,LAntTemp,SWNloc,EventsOrig,W,Perc_sent,0.9965333756270954
040,LPostTemp,SWNloc,EventsOrig,W,Perc_sent,1.2562829073926425
040,LAngG,SWNloc,EventsOrig,W,Perc_sent,0.15406365482740547
040,LIFG_orb,SWNloc,SWNloc,N,W,0.9141974368967989
040,LIFG,SWNloc,SWNloc,N,W,0.2450393457477071
040,LMFG,SWNloc,SWNloc,N,W,0.7637847238734383
040,LAntTemp,SWNloc,SWNloc,N,W,1.2162751162056895
040,LPostTemp,SWNloc,SWNloc,N,W,0.8645779594646815
040,LAngG,SWNloc,SWNloc,N,W,0.581194051097571
040,LIFG_orb,SWNloc,EventsOrig,N,Sem_photo,0.1994063350441416
040,LIFG,SWNloc,EventsOrig,N,Sem_photo,0.24196540276582099
040,LMFG,SWNloc,EventsOrig,N,Sem_photo,-0.49246494913117056
040,LAntTemp,SWNloc,EventsOrig,N,Sem_photo,0.9691336133044203
040,LPostTemp,SWNloc,EventsOrig,N,Sem_photo,1.0577991086458836
040,LAngG,SWNloc,EventsOrig,N,Sem_photo,-0.24964618187761997
040,LIFG_orb,SWNloc,EventsOrig,N,Perc_photo,0.13711448725243178
040,LIFG,SWNloc,EventsOrig,N,Perc_photo,-0.08509228018298355
040,LMFG,SWNloc,EventsOrig,N,Perc_photo,-0.41220386782791246
040,LAntTemp,SWNloc,EventsOrig,N,Perc_photo,1.0303519504697662
040,LPostTemp,SWNloc,EventsOrig,N,Perc_photo,1.0670270222402427
040,LAngG,SWNloc,EventsOrig,N,Perc_photo,0.024985488364471137
040,LIFG_orb,SWNloc,EventsOrig,N,Sem_sent,0.5746095764079991
040,LIFG,SWNloc,EventsOrig,N,Sem_sent,0.3464042183507474
040,LMFG,SWNloc,EventsOrig,N,Sem_sent,-0.4433586638677276
040,LAntTemp,SWNloc,EventsOrig,N,Sem_sent,1.1154309968850489
040,LPostTemp,SWNloc,EventsOrig,N,Sem_sent,0.858050694944256
040,LAngG,SWNloc,EventsOrig,N,Sem_sent,0.02214038947625595
040,LIFG_orb,SWNloc,EventsOrig,N,Perc_sent,0.18778964088502648
040,LIFG,SWNloc,EventsOrig,N,Perc_sent,0.0058628808404804405
040,LMFG,SWNloc,EventsOrig,N,Perc_sent,-0.028675392176117327
040,LAntTemp,SWNloc,EventsOrig,N,Perc_sent,0.9250186361613748
040,LPostTemp,SWNloc,EventsOrig,N,Perc_sent,0.9044035519142518
